"Action","Custom label (SKU)","Category ID","Title","UPC","Price","Quantity","Condition ID","Condition Description","Description","Format","Duration","Item photo URL","C:Card Manufacturer","C:Professionally Graded","C:Professional Grader","C:Grade","C:Certification Number","C:Card Condition","C:Sport","C:Player/Athlete","C:Team","C:Card Name","C:Type","C:Parallel/Variety","C:Features","C:League","C:Autographed","C:Card Number","C:Season","C:Single","C:Original/Reprint","C:Year"
Add,CARD-0-451,183435,Jamie Hayter AEW Metal Universe Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Jamie Hayter from the AEW Metal Universe set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Jamie Hayter | Set: AEW Metal Universe | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Jamie Hayter,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-461,183435,Dustin Rhodes AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Dustin Rhodes from the AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Dustin Rhodes | Set: AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Dustin Rhodes,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-471,183435,Dustin Rhodes AEW Metal Universe Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Dustin Rhodes from the AEW Metal Universe set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Dustin Rhodes | Set: AEW Metal Universe | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Dustin Rhodes,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-491,183435,Dr. Britt Baker D.M.D. AEW Metal Universe Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Dr. Britt Baker D.M.D. from the AEW Metal Universe set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Dr. Britt Baker D.M.D. | Set: AEW Metal Universe | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Dr. Britt Baker D.M.D.,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-501,183435,Kenny Omega AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Kenny Omega from the AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Kenny Omega | Set: AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Kenny Omega,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-511,183435,Katsuyori Shibata 2025 Upper Deck AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Katsuyori Shibata from the 2025 Upper Deck AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Katsuyori Shibata | Set: 2025 Upper Deck AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Katsuyori Shibata,,,Sports Trading Card,,,AEW,No,,2025,Yes,Original,2025
Add,CARD-0-521,183435,Diva Dash AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Diva Dash from the AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Diva Dash | Set: AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Diva Dash,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-531,183435,Julia Hart 2025 Upper Deck AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Julia Hart from the 2025 Upper Deck AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Julia Hart | Set: 2025 Upper Deck AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Julia Hart,,,Sports Trading Card,,,AEW,No,,2025,Yes,Original,2025
Add,CARD-0-541,183435,Kazuchika Okada Upper Deck AEW First Look Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Kazuchika Okada from the Upper Deck AEW First Look set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Kazuchika Okada | Set: Upper Deck AEW First Look | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Kazuchika Okada,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-551,183435,Kazuchika Okada 2025 Upper Deck AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Kazuchika Okada from the 2025 Upper Deck AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Kazuchika Okada | Set: 2025 Upper Deck AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Kazuchika Okada,,,Sports Trading Card,,,AEW,No,,2025,Yes,Original,2025
Add,CARD-0-561,183435,Orange Cassidy Upper Deck Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Orange Cassidy from the Upper Deck set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Orange Cassidy | Set: Upper Deck | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Orange Cassidy,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-571,183435,Double or Nothing 2025 Upper Deck AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Double or Nothing from the 2025 Upper Deck AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Double or Nothing | Set: 2025 Upper Deck AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Double or Nothing,,,Sports Trading Card,,,AEW,No,,2025,Yes,Original,2025
Add,CARD-0-581,183435,Saraya UD Canvas Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Saraya from the UD Canvas set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Saraya | Set: UD Canvas | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Saraya,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-591,183435,Saraya 2025 Upper Deck AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Saraya from the 2025 Upper Deck AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Saraya | Set: 2025 Upper Deck AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Saraya,,,Sports Trading Card,,,AEW,No,,2025,Yes,Original,2025
Add,CARD-0-601,183435,Cope AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Cope from the AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Cope | Set: AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Cope,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-611,183435,Cope AEW Metal Universe Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Cope from the AEW Metal Universe set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Cope | Set: AEW Metal Universe | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Cope,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-621,183435,Anna Jay AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Anna Jay from the AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Anna Jay | Set: AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Anna Jay,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-631,183435,Anna Jay AEW Metal Universe Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Anna Jay from the AEW Metal Universe set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Anna Jay | Set: AEW Metal Universe | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Anna Jay,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-641,183435,Megan Bayne Allure In Action Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Megan Bayne from the Allure In Action set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Megan Bayne | Set: Allure In Action | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Megan Bayne,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-651,183435,Megan Bayne AEW Allure Black Rainbow Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Megan Bayne from the AEW Allure Black Rainbow set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Megan Bayne | Set: AEW Allure Black Rainbow | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Megan Bayne,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-661,183435,Lucha Brothers AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Lucha Brothers from the AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Lucha Brothers | Set: AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Lucha Brothers,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-671,183435,Lucha Brothers 2021 Upper Deck AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Lucha Brothers from the 2021 Upper Deck AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Lucha Brothers | Set: 2021 Upper Deck AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Lucha Brothers,,,Sports Trading Card,,,AEW,No,,2021,Yes,Original,2021
Add,CARD-0-681,183435,Penta El Zero M Upper Deck AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Penta El Zero M from the Upper Deck AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Penta El Zero M | Set: Upper Deck AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Penta El Zero M,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-691,183435,Penta El Zero M 2021 Upper Deck AEW Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Penta El Zero M from the 2021 Upper Deck AEW set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Penta El Zero M | Set: 2021 Upper Deck AEW | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Penta El Zero M,,,Sports Trading Card,,,AEW,No,,2021,Yes,Original,2021
Add,CARD-0-701,183435,Baraya / Harley Cameron Upper Deck Total Access Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Baraya / Harley Cameron from the Upper Deck Total Access set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Baraya / Harley Cameron | Set: Upper Deck Total Access | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Baraya / Harley Cameron,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-711,183435,Saraya/Harley Cameron 2025 Upper Deck AEW Total Access Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Saraya/Harley Cameron from the 2025 Upper Deck AEW Total Access set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Saraya/Harley Cameron | Set: 2025 Upper Deck AEW Total Access | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Saraya/Harley Cameron,,,Sports Trading Card,,,AEW,No,,2025,Yes,Original,2025
Add,CARD-0-721,183435,Paige AEW Metal Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Paige from the AEW Metal set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Paige | Set: AEW Metal | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Paige,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-731,183435,Saraya AEW Metal Universe Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Saraya from the AEW Metal Universe set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Saraya | Set: AEW Metal Universe | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Saraya,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-741,183435,Saraya AEW Metal Universe Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Saraya from the AEW Metal Universe set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Saraya | Set: AEW Metal Universe | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Saraya,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-751,183435,Dr. Britt Baker D.M.D. AEW Premium Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Dr. Britt Baker D.M.D. from the AEW Premium set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Dr. Britt Baker D.M.D. | Set: AEW Premium | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Dr. Britt Baker D.M.D.,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-761,183435,Dr. Britt Baker D.M.D. AEW Metal Universe Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Dr. Britt Baker D.M.D. from the AEW Metal Universe set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Dr. Britt Baker D.M.D. | Set: AEW Metal Universe | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Dr. Britt Baker D.M.D.,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-771,183435,Mercedes Moné AEW Prospects Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Mercedes Moné from the AEW Prospects set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Mercedes Moné | Set: AEW Prospects | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Mercedes Moné,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-781,183435,Mercedes Moné AEW Metal Universe Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Mercedes Moné from the AEW Metal Universe set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Mercedes Moné | Set: AEW Metal Universe | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Upper Deck,No,,,,Near Mint or Better,wrestling,Mercedes Moné,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-791,183444,Enzo Fernández Select 24/25 Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Enzo Fernández from the Select 24/25 set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Enzo Fernández | Set: Select 24/25 | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,soccer,Enzo Fernández,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-801,183444,Enzo Fernández 2024-25 Panini Select Premier League Soccer Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Enzo Fernández from the 2024-25 Panini Select Premier League Soccer set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Enzo Fernández | Set: 2024-25 Panini Select Premier League Soccer | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Panini,No,,,,Near Mint or Better,soccer,Enzo Fernández,,,Sports Trading Card,,,,No,,2024-25,Yes,Original,2024-25
Add,CARD-0-811,183444,Lionel Messi Donruss Pitch Kings Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Lionel Messi from the Donruss Pitch Kings set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Lionel Messi | Set: Donruss Pitch Kings | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Donruss,No,,,,Near Mint or Better,soccer,Lionel Messi,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-821,183444,Lionel Messi 2024-25 Panini Donruss Soccer Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Lionel Messi from the 2024-25 Panini Donruss Soccer set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Lionel Messi | Set: 2024-25 Panini Donruss Soccer | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Panini,No,,,,Near Mint or Better,soccer,Lionel Messi,,,Sports Trading Card,,,,No,,2024-25,Yes,Original,2024-25
Add,CARD-0-831,183444,Lionel Messi Donruss Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Lionel Messi from the Donruss set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Lionel Messi | Set: Donruss | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Donruss,No,,,,Near Mint or Better,soccer,Lionel Messi,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-841,183444,Lionel Messi 2024-25 Panini Donruss Soccer Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Lionel Messi from the 2024-25 Panini Donruss Soccer set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Lionel Messi | Set: 2024-25 Panini Donruss Soccer | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Panini,No,,,,Near Mint or Better,soccer,Lionel Messi,,,Sports Trading Card,,,,No,,2024-25,Yes,Original,2024-25
Add,CARD-0-851,183435,Mone AEW Metal Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Mone from the AEW Metal set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Mone | Set: AEW Metal | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,wrestling,Mone,,,Sports Trading Card,,,AEW,No,,,Yes,Original,
Add,CARD-0-861,183444,Arda Güler Panini Prizm Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Arda Güler from the Panini Prizm set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Arda Güler | Set: Panini Prizm | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Panini,No,,,,Near Mint or Better,soccer,Arda Güler,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-871,183444,Arda Güler 2025 Panini Prizm FIFA Club World Cup Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Arda Güler from the 2025 Panini Prizm FIFA Club World Cup set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Arda Güler | Set: 2025 Panini Prizm FIFA Club World Cup | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Panini,No,,,,Near Mint or Better,soccer,Arda Güler,,,Sports Trading Card,,,FIFA,No,,2025,Yes,Original,2025
Add,CARD-0-881,183444,Pedri Topps Finest Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Pedri from the Topps Finest set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Pedri | Set: Topps Finest | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Topps,No,,,,Near Mint or Better,soccer,Pedri,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-891,183444,Pedri Topps Finest Top of the World Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Pedri from the Topps Finest Top of the World set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Pedri | Set: Topps Finest Top of the World | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,Topps,No,,,,Near Mint or Better,soccer,Pedri,,,Sports Trading Card,,,,No,,,Yes,Original,
Add,CARD-0-901,183444,Kai Havertz Select 24-25 Raw,Does not apply,0,1,4000,Near Mint or Better,<p>Up for sale is a Raw Kai Havertz from the Select 24-25 set.</p><p>This card is ungraded and offered in raw condition. Please review the photos and ask any questions before purchase.</p><p>A great addition to any sports or wrestling card collection.</p><p>Shipping: securely packaged with tracking. Combined shipping available.</p><p>Details — Card: Kai Havertz | Set: Select 24-25 | Grade: Raw | Quantity: 1.</p>,FixedPrice,GTC,,,No,,,,Near Mint or Better,soccer,Kai Havertz,,,Sports Trading Card,,,,No,,,Yes,Original,
